Chemical use
Reporting Year,Facility ID,Facility Name,Industry,Chemical ID,Chemical Name,CAS No,Processed,Manufactured,Other Use,Released to Air,Released to Land,Released to Surface Water,Released to Disposal,Released to Recycling
"2011","446","D Crupi and Sons Limited Passmore Ave Asphalt Plant","Asphalt Paving Mixture & Block Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","1313","","1313","","","",""
"2011","446","D Crupi and Sons Limited Passmore Ave Asphalt Plant","Asphalt Paving Mixture & Block Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","2298","","2298","","","",""
"2011","477","D&J Manufacturing Co Ltd","Other Millwork","24","Particulate Matter 2.5 (PM2.5)","","","893","","893","","","",""
"2011","477","D&J Manufacturing Co Ltd","Other Millwork","25","Volatile Organic Compounds (VOCs) Total","","5287","","","4695","","","",""
"2011","22046","Dalton Pharma Services","Pharmaceutical & Medicine Mfg.","7","Chloroform (Trichloromethane)","67-66-3","0","0","158","0","","0","",""
"2011","22046","Dalton Pharma Services","Pharmaceutical & Medicine Mfg.","13","Dichloromethane (Methylene chloride)","75-09-2","0","0","1842","0","","0","",""
"2011","22046","Dalton Pharma Services","Pharmaceutical & Medicine Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","0","9480","0","","0","",""
"2011","338","Dare Foods Limited","Non-Chocolate Confectionery Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","0","1100","0","1100","","0","",""
"2011","338","Dare Foods Limited","Non-Chocolate Confectionery Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","7","0","7","","0","",""
"2011","338","Dare Foods Limited","Non-Chocolate Confectionery Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","61","0","61","","0","",""
"2011","23466","Davies Autobody Limited","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","166","166","","","",""
"2011","23410","Dax Auto Collision","Automotive Body, Paint & Interior R&M","24","Particulate Matter 2.5 (PM2.5)","","","275","","275","","","",""
"2011","23410","Dax Auto Collision","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","103","101","","","",""
"2011","268","Decorgraph Ltd","Quick Printing","25","Volatile Organic Compounds (VOCs) Total","","","","","","","","",""
"2011","22756","Del Monte Custom Cleaners Inc","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","23","Nitrogen Oxides (NOx)","11104-93-1","","44","","44","","","",""
"2011","22756","Del Monte Custom Cleaners Inc","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","24","Particulate Matter 2.5 (PM2.5)","","","1","","1","","","",""
"2011","22756","Del Monte Custom Cleaners Inc","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","348","97","","","",""
"2011","22756","Del Monte Custom Cleaners Inc","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","25","Volatile Organic Compounds (VOCs) Total","","","2","26","3","","","",""
"2011","22138","Delmoro Funeral Home","Funeral Homes","14","Formaldehyde","50-00-0","17","","","","","","",""
"2011","23158","Delsol Auto Collision Ltd","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","0","307","117","","","",""
"2011","511","Dextran Products Limited","Pharmaceutical & Medicine Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","2357","","2357","","","",""
"2011","511","Dextran Products Limited","Pharmaceutical & Medicine Mfg.","24","Particulate Matter 2.5 (PM2.5)","","450","","","45","","","",""
"2011","511","Dextran Products Limited","Pharmaceutical & Medicine Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","","243372","20060","","","",""
"2011","218","Digital Specialty Chemicals Limited","All Other Misc. Chemical Product Mfg.","7","Chloroform (Trichloromethane)","67-66-3","0","0","4700","0","0","0","0","0"
"2011","218","Digital Specialty Chemicals Limited","All Other Misc. Chemical Product Mfg.","13","Dichloromethane (Methylene chloride)","75-09-2","0","0","8000","0","0","0","0","0"
"2011","218","Digital Specialty Chemicals Limited","All Other Misc. Chemical Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","0","52866","63","0","0","0","0"
"2011","464","Dimpflmeier Bakery Ltd","Commercial Bakeries & Frozen Product Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","1507","","1507","","","",""
"2011","464","Dimpflmeier Bakery Ltd","Commercial Bakeries & Frozen Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","41","","41","","","",""
"2011","464","Dimpflmeier Bakery Ltd","Commercial Bakeries & Frozen Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","27323","99","27422","","","",""
"2011","481","Dominion Colour Corporation","Other Basic Organic Chemical Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","3782","","3782","","","",""
"2011","481","Dominion Colour Corporation","Other Basic Organic Chemical Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","1905","","1905","","","",""
"2011","481","Dominion Colour Corporation","Other Basic Organic Chemical Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","128","","128","","","",""
"2011","23259","Don Mills Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","220","64","","","",""
"2011","23161","Don Valley Auto Collision","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","701","701","","","",""
"2011","23002","Dove Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","23","Nitrogen Oxides (NOx)","11104-93-1","","163","","163","","","",""
"2011","23002","Dove Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","1202","928","","","",""
"2011","23002","Dove Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","25","Volatile Organic Compounds (VOCs) Total","","","9","649","45","","","",""
"2011","23442","Downtown Acura","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","480","362","","","",""
"2011","23392","Dufinch Services Ltd","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","0","","","","",""
"2011","24370","Dupont Auto Collision","Automotive Body, Paint & Interior R&M","24","Particulate Matter 2.5 (PM2.5)","","0","145","0","145","","0","",""
"2011","24370","Dupont Auto Collision","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","0","466","466","","0","",""
"2011","23370","Eastway Chrysler Dodge Collision","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","249","177","","","",""
"2011","238","Eco II Manufacturing Inc","Plastics Bag Manufacturing","25","Volatile Organic Compounds (VOCs) Total","","3160","","","3160","","","",""
"2011","24353","Ecolo Odor Control Technologies","All Other Misc. Chemical Product Mfg.","16","Manganese and its compounds","","1950","","","0","","0","",""
"2011","24353","Ecolo Odor Control Technologies","All Other Misc. Chemical Product Mfg.","18","Nickel and its compounds","","3","","","0","","0","",""
"2011","24353","Ecolo Odor Control Technologies","All Other Misc. Chemical Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","39434","","","0","","0","",""
"2011","390","Eglinton Dry Cleaners Ltd","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","61","19","","0","",""
"2011","174","ElectroPack Inc","All Other Plastic Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","4","","4","","","",""
"2011","174","ElectroPack Inc","All Other Plastic Product Mfg.","21","Vinyl chloride","75-01-4","65040","","","","","","",""
"2011","174","ElectroPack Inc","All Other Plastic Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","65040","2","","2","","","",""
"2011","23427","Eles Urethane Products Inc","Urethane & Miscellaneous Foam Product Mfg.","13","Dichloromethane (Methylene chloride)","75-09-2","","","1620","540","","","",""
"2011","353","Emery Oleochemicals Canada Limited","All Other Misc. Chemical Product Mfg.","18","Nickel and its compounds","","","","13080","","","","",""
"2011","353","Emery Oleochemicals Canada Limited","All Other Misc. Chemical Product Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","36830","","36830","","","",""
"2011","353","Emery Oleochemicals Canada Limited","All Other Misc. Chemical Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","256","","256","","","",""
"2011","353","Emery Oleochemicals Canada Limited","All Other Misc. Chemical Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","738","","738","","","",""
"2011","23450","Empire 1 Hour Dry Cleaner","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","315","249","","","",""
"2011","484","Esstee Graphics Inc","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","2481","","201","1175","","","",""
"2011","494","Estee Lauder Cosmetics Ltd","Toilet Preparation Mfg.","9","Chromium, Non-Hexavalent and its compounds","","141","","","0","","","",""
"2011","494","Estee Lauder Cosmetics Ltd","Toilet Preparation Mfg.","16","Manganese and its compounds","","57","","","0","","","",""
"2011","494","Estee Lauder Cosmetics Ltd","Toilet Preparation Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","294","","294","","","",""
"2011","550","Estee Lauder Cosmetics Ltd","Toilet Preparation Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","291","","291","","","",""
"2011","494","Estee Lauder Cosmetics Ltd","Toilet Preparation Mfg.","25","Volatile Organic Compounds (VOCs) Total","","32389","16","5063","2787","","","",""
"2011","22575","Etobicoke Laundry & Dry Cleaners Ltd.","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","25","Volatile Organic Compounds (VOCs) Total","","","","1100","1100","","","",""
"2011","23368","Eugene Collision","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","307","163","","","",""
"2011","23367","European Autobody","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","424","210","","","",""
"2011","22251","EverReddy Duplicating Service Inc","Other Printing","16","Manganese and its compounds","","12","","","","","","",""
"2011","22251","EverReddy Duplicating Service Inc","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","1154","","","58","","","",""
"2011","23205","Evergreen Dry Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","25","Volatile Organic Compounds (VOCs) Total","","0","0","100","57","0","0","",""
"2011","23182","Excellence Auto Collision Ltd","Automotive Body, Paint & Interior R&M","24","Particulate Matter 2.5 (PM2.5)","","","1407","","1407","","","",""
"2011","23182","Excellence Auto Collision Ltd","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","615","614","","","",""
"2011","22421","Exclusive Custom Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","634","352","","","",""
"2011","313","Express Printing","Quick Printing","25","Volatile Organic Compounds (VOCs) Total","","","22","","19","","","",""
"2011","287","FPC Flexible Packaging Corp","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","","","341188","341188","","","",""
"2011","22976","Family Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","586","197","","","",""
"2011","272","Fenzi North America","Resin & Synthetic Rubber Mfg.","16","Manganese and its compounds","","82500","","","19","","","",""
"2011","272","Fenzi North America","Resin & Synthetic Rubber Mfg.","24","Particulate Matter 2.5 (PM2.5)","","1696847","","","423","","","",""
"2011","579","Fermar Asphalt Limited","Asphalt Paving Mixture & Block Mfg.","14","Formaldehyde","50-00-0","","492","","492","","","",""
"2011","579","Fermar Asphalt Limited","Asphalt Paving Mixture & Block Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","4179","","4179","","","",""
"2011","579","Fermar Asphalt Limited","Asphalt Paving Mixture & Block Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","745","","745","","","",""
"2011","579","Fermar Asphalt Limited","Asphalt Paving Mixture & Block Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","5619","","5619","","","",""
"2011","23517","Fiera Foods Company","Commercial Bakeries & Frozen Product Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","4636","","4636","","","",""
"2011","23517","Fiera Foods Company","Commercial Bakeries & Frozen Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","135","","135","","","",""
"2011","23517","Fiera Foods Company","Commercial Bakeries & Frozen Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","25037","433","25470","","","",""
"2011","424","Firestone Printing","Digital Printing","3","Benzene","71-43-2","13","0","0","1","","0","",""
"2011","22288","Fix Auto Toronto Centre","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","829","290","","","",""
"2011","433","Flash Reproductions Ltd","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","8745","","","8745","","","",""
"2011","378","FlexoPartners Inc","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","0","0","7757","3342","","0","",""
"2011","24358","Florida Garage","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","622","532","","","",""
"2011","23364","Forest Hill Auto Body","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","237","108","","","",""
"2011","23292","Forest Lawn Mausoleum And Cremation Centre","Cemeteries & Crematoria","17","Mercury and its compounds","","3","","","3","","","",""
"2011","23292","Forest Lawn Mausoleum And Cremation Centre","Cemeteries & Crematoria","24","Particulate Matter 2.5 (PM2.5)","","","74","","74","","","",""
"2011","22957","Formula Auto Body","Automotive Body, Paint & Interior R&M","24","Particulate Matter 2.5 (PM2.5)","","","30","","30","","","",""
"2011","22957","Formula Auto Body","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","57","57","","","",""
"2011","23242","Formula Honda","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","456","456","","","",""
"2011","23527","Fortescue Bindery Ltd","Support Activities for Printing","25","Volatile Organic Compounds (VOCs) Total","","","","176","176","","","",""
"2011","434","Four L Graphics Ltd","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","","","1325","1297","","","",""
"2011","23436","Four Seasons Auto Collision","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","166","112","","","",""
"2011","23352","Fourway Auto Body","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","523","363","","","",""
"2011","22783","Fresh Up Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","76","38","","","",""
"2011","23437","Full Stop Auto Centre","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","241","171","","","",""
"2011","25106","Furfari Paving Co Ltd Scarborough Asphalt Plant","Asphalt Paving Mixture & Block Mfg.","14","Formaldehyde","50-00-0","","444","","444","","","",""
